Title,Author,Date,Category,Code,Period
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.222,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.223,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.224,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.225,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.226,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.227,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.228,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.229,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.230,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.231,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.232,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.233,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.234,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.235,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.236,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.237,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.238,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.239,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.240,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.241,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.242,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.243,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.244,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.245,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.246,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.247,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.248,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.249,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.250,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.251,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.252,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.253,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.254,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.255,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.256,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.257,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.258,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.259,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.260,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.261,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.262,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.263,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.264,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.265,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.266,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.267,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.268,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.269,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.270,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.271,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.272,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.273,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.274,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.275,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.276,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.277,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.278,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.279,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.280,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.281,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.282,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.283,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.284,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.285,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.286,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.287,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.288,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.289,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.290,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.291,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.292,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.293,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.294,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.295,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.296,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.297,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.298,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.299,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.300,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.301,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.302,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.303,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.304,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.305,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.306,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.307,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.308,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.309,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.310,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.311,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.312,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.313,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.314,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.315,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.316,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.317,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.318,Prehispanico
"Lámina con motivos de ave, rostro de serpiente con boca y colmillos de felino",Estilo de la Costa Norte,1200-200 a.C.,Metales,2014.32.1,Prehispanico
Aríbalo,,1300-1450,Cerámica,IV-2.0-0119,Prehispanico
Botella con representación de estructura arquitectónica,Chimú,1300-1450,Cerámica,IV-2.0-1065,Prehispanico
Botella con representación de estructura arquitectónica,,1300-1450,Cerámica,IV-2.0-1066,Prehispanico
Botella que representa fruto,,1300-1450,Cerámica,1992.6.1,Prehispanico
Cántaro cara gollete con motivos impresos de aves,,1300-1450,Cerámica,IV-2.0-1624,Prehispanico
Cántaro con representación de Spondylus,,1300-1450,Cerámica,IV-2.0-2277,Prehispanico
Pectoral,,1300-1450,Metales,IV-2.2-0129,Prehispanico
Pectoral,,1300-1450,Metales,IV-2.2-0444,Prehispanico
Chuspa,Chuquibamba-Inca,1300-1475,Textil,IV-2.1-1077,Prehispanico
Chuspa con motivos de cruces y llamas,Chuquibamba-Inca,1300-1475,Textil,IV-2.1-1075,Prehispanico
Fragmento,Chuquibamba-Inca,1300-1475,Textil,IV-2.1-1116,Prehispanico
Fragmento de paño,Chuquibamba-Inca,1300-1475,Textil,IV-2.1-0602,Prehispanico
Fragmento de paño,Chuquibamba-Inca,1300-1475,Textil,IV-2.1-1067,Prehispanico
Fragmento de paño,Chuquibamba-Inca,1300-1475,Textil,IV-2.1-1117,Prehispanico
Fragmento de unku,Chuquibamba-Inca,1300-1475,Textil,IV-2.1-1054,Prehispanico
Cuenco ceremonial,Chincha,1300-1532,Metales,IV-2.2-0377,Prehispanico
Cuenco de oro,Chincha,1300-1532,Metales,IV-2.2-0497,Prehispanico
Copa ceremonial,Chimú,1350-1450,Orgánico,IV-2.3-0003,Prehispanico
Manto ceremonial,Chimú,1350-1450,Textil,1993.1.2,Prehispanico
Paño ceremonial,Chimú,1350-1450,Textil,IV-2.1-0405,Prehispanico
Conopa en forma de camélido,Inca,1400 - 1532,Lítico,2022.8.1,Prehispanico
Conopa en forma de maíz,Inca,1400 - 1532,Lítico,2022.8.2,Prehispanico
Quero,Inca,1400 - 1532,Orgánico,2024.19.2,Prehispanico
Aríbalo,Inca,1400-1532,Cerámica,IV-2.0-0080,Prehispanico
Aríbalo,Inca,1400-1532,Cerámica,IV-2.0-0653,Prehispanico
Aríbalo,Inca,1400-1532,Cerámica,IV-2.0-1570,Prehispanico
Aríbalo,Inca,1400-1532,Cerámica,IV-2.0-1576,Prehispanico
Aríbalo,Inca,1400-1532,Cerámica,IV-2.0-2227,Prehispanico
Aríbalo,Inca,1400-1532,Cerámica,IV-2.0-1025,Prehispanico
Aríbalo,Inca,1400-1532,Cerámica,IV-2.0-2073,Prehispanico
Aríbalo,Inca,1400-1532,Cerámica,IV-2.0-2254,Prehispanico
Aríbalo,Inca,1400-1532,Cerámica,IV-2.0-0518,Prehispanico
Aríbalo con decoración geométrica,Inca,1400-1532,Cerámica,2002.3.13,Prehispanico
Aríbalo con decoración geométrica,Inca,1400-1532,Cerámica,2002.3.14,Prehispanico
Aríbalo con diseños geométrico,Inca,1400-1532,Cerámica,IV-2.0-0032,Prehispanico
Aríbalo con diseños geométricos,Inca,1400-1532,Cerámica,IV-2.0-0031,Prehispanico
Aríbalo con representación de cabeza antropomorfa,Chancay-Inca,1400-1532,Cerámica,IV-2.0-1721,Prehispanico
Aríbalo con representación de un murciélago,,1400-1532,Cerámica,IV-2.0-0552,Prehispanico
Aríbalo decorado con diseño fitomorfo,,1400-1532,Cerámica,IV-2.0-0526,Prehispanico
Aríbalo miniatura,Inca,1400-1532,Cerámica,IV-2.0-0554,Prehispanico
Botella (fragmento) de doble cuerpo con personaje antropomorfo tocándose la cabeza,,1400-1532,Cerámica,IV-2.0-1048,Prehispanico
Botella de asa estribo con representación de media luna creciente,Chimú,1400-1532,Cerámica,IV-2.0-0110,Prehispanico
Botella de cuerpo globular con representacion de mono.,,1400-1532,Cerámica,IV-2.0-0018,Prehispanico
Botella escultórica en forma de tubérculo,Inca,1400-1532,Cerámica,1992.6.2,Prehispanico
Cántaro con asa lateral,,1400-1532,Cerámica,IV-2.0-0540,Prehispanico
Cántaro con diseños geométricos y asas laterales,Inca,1400-1532,Cerámica,IV-2.0-2245,Prehispanico
Escultura con forma de mazorca doble,Inca,1400-1532,Cerámica,IV-2.0-1088,Prehispanico
Illa,Inca,1400-1532,Cerámica,IV-2.0-1089,Prehispanico
Jarra con decoración pictórica,,1400-1532,Cerámica,IV-2.0-0535,Prehispanico
Olla con asa lateral y diseños geométricos,Inca,1400-1532,Cerámica,IV-2.0-0651,Prehispanico
Paccha con representación de conchas de Spondylus,Inca,1400-1532,Cerámica,2007.16.70,Prehispanico
Paccha con representación de personaje femenino con aríbalo en la espalda,Inca,1400-1532,Cerámica,IV-2.0-1755,Prehispanico
Paccha en forma de caracol terrestre,Inca,1400-1532,Cerámica,2007.16.71,Prehispanico
Paccha en forma de chakitaqlla con aríbalo y maíz,Inca,1400-1532,Cerámica,2007.16.73,Prehispanico
"Plato con representación de cangrejo, concha y personajes echados",Inca,1400-1532,Cerámica,2007.16.72,Prehispanico
Quero con representación impresa de felinos mordiéndose la cola,Inca,1400-1532,Cerámica,2007.16.62,Prehispanico
Tapa,Inca,1400-1532,Cerámica,IV-2.0-2077,Prehispanico
Cabeza de porra,Inca,1400-1532,Lítico,IV-2.4-0006,Prehispanico
Conopa en forma de camélido,Inca,1400-1532,Lítico,2012.22.42,Prehispanico
Yupana o modelo arquitectónico,Inca,1400-1532,Lítico,IV-2.4-0093,Prehispanico
Cabeza de hacha,Inca,1400-1532,Metales,IV-2.2-0080,Prehispanico
Cabeza de hacha,Inca,1400-1532,Metales,IV-2.2-0082,Prehispanico
Cabeza de hacha,Inca,1400-1532,Metales,IV-2.2-0083,Prehispanico
Cabeza de hacha,Inca,1400-1532,Metales,IV-2.2-0084,Prehispanico
Cabeza de porra,Inca,1400-1532,Metales,IV-2.2-0382,Prehispanico
Cabeza de porra,Inca,1400-1532,Metales,IV-2.2-0385,Prehispanico
Cabeza de porra,Inca,1400-1532,Metales,IV-2.2-0393,Prehispanico
Cabeza de porra,Inca,1400-1532,Metales,IV-2.2-0411,Prehispanico
Cabeza de porra,Inca,1400-1532,Metales,IV-2.2-0435,Prehispanico
Conopa en forma de mujer,Inca,1400-1532,Metales,IV-2.2-0002,Prehispanico
Conopa en forma de mujer,Inca,1400-1532,Metales,IV-2.2-0002 prueba,Prehispanico
Estatuilla en forma de camélido,Inca,1400-1532,Metales,IV-2.2-0001,Prehispanico
Pinza,Inca,1400-1532,Metales,IV-2.2-0035,Prehispanico
Tupu,Inca,1400-1532,Metales,2002.3.16,Prehispanico
Tupu,Inca,1400-1532,Metales,2002.3.17,Prehispanico
Tupu,Inca,1400-1532,Metales,2003.6.49,Prehispanico
Tupu,Inca,1400-1532,Metales,2003.6.50,Prehispanico
Tupu,Inca,1400-1532,Metales,2003.6.51,Prehispanico
Tupu,Inca,1400-1532,Metales,IV-2.2-0233,Prehispanico
Tupu,Inca,1400-1532,Metales,IV-2.2-0326,Prehispanico
Tupu,Inca,1400-1532,Metales,IV-2.2-0379,Prehispanico
Vaso con decoración escalonada,Inca,1400-1532,Metales,IV-2.2-0273,Prehispanico
Vaso con representación de cabeza humana,Inca,1400-1532,Metales,IV-2.2-0127,Prehispanico
Quero,Inca,1400-1532,Orgánico,2024.9.1,Prehispanico
Quero,Inca,1400-1532,Orgánico,IV-2.3-0593,Prehispanico
Chuspa con diseño de camélidos,Inca,1400-1532,Textil,IV-2.1-1016,Prehispanico
Chuspa con diseño de camélidos,Inca,1400-1532,Textil,IV-2.1-1082,Prehispanico
Chuspa con diseños cruciformes y estrellas de ocho puntas,Inca,1400-1532,Textil,IV-2.1-0775,Prehispanico
Chuspa con figuras zoomorfas y marinas,Inca,1400-1532,Textil,IV-2.1-0570,Prehispanico
Fragmento de chuspa con motivos de camélidos,Inca,1400-1532,Textil,IV-2.1-1017,Prehispanico
Fragmento de honda,Inca,1400-1532,Textil,IV-2.1-1237,Prehispanico
Fragmento de paño,Chuquibamba-Inca,1400-1532,Textil,IV-2.1-0882,Prehispanico
Fragmento de paño con diseño chevrón,Inca,1400-1532,Textil,IV-2.1-1455,Prehispanico
Fragmento de paño con diseño de aves y serpientes,Chuquibamba-Inca,1400-1532,Textil,IV-2.1-0161,Prehispanico
Fragmento de paño con diseños de cuadros y aves,Chuquibamba-Inca,1400-1532,Textil,IV-2.1-0139,Prehispanico
Fragmento de paño polícromo con diseños geométricos,Chuquibamba-Inca,1400-1532,Textil,IV-2.1-0115,Prehispanico
Fragmentos de paño,Inca,1400-1532,Textil,IV-2.1-1456,Prehispanico
Gorro cónico con diseños geométricos,Inca,1400-1532,Textil,2000.10.1,Prehispanico
Gorro cónico con diseños geométricos,Inca,1400-1532,Textil,2000.10.2,Prehispanico
Honda,Inca,1400-1532,Textil,IV-2.1-0990,Prehispanico
Paño con diseño de chevrones,Inca,1400-1532,Textil,IV-2.1-0410,Prehispanico
Paño con diseños cruciformes y camélidos,Inca,1400-1532,Textil,IV-2.1-0635,Prehispanico
Paño polícromo con decoración de tocapus,Chuquibamba-Inca,1400-1532,Textil,IV-2.1-0050,Prehispanico
Unku,Inca,1400-1532,Textil,2021.10.1,Prehispanico
Unku con decoración geométrica en bandas,Costa sur,1400-1532,Textil,IV-2.1-0451,Prehispanico
Unku con decoración polícroma de tocapus y aves,Chuquibamba-Inca,1400-1532,Textil,IV-2.1-0387,Prehispanico
Unku con diseños de rombos concéntricos en banda horizontal,Inca,1400-1532,Textil,IV-2.1-0375,Prehispanico
"Aríbalo con diseños pictóricos de “helechos"" y motivo tridimensional aplicado",,1400-1532 d.C.,Cerámica,IV-2.0-0510,Prehispanico
Botella con asa posterior y diseños geométricos,,1400-1532 d.C.,Cerámica,IV-2.0-0079,Prehispanico
Botella con vertedera y representación de personaje sobrenatural agarrando a un camelido hembra,Chimú,1400-1532 d.C.,Cerámica,IV-2.0-0092,Prehispanico
Botella de asa estribo con representación de ave.,,1400-1532 d.C.,Cerámica,IV-2.0-0012,Prehispanico
